rest,type,address,address_info,number,site,info,img_url,Mon,Tue,Wen,Thu,Fri,Sat,Sun,lat,lng
수라짬뽕,중식당,경남 진주시 호탄길21번길 17 1층(호탄동),찾아가는길*진주시 호탄동 남강워터피아 옆에 위치하고 있습니다! *네비게이션 이용 시 진주시 호탄길 21번길 17번지 입력하고 찾아오시면 됩니다! *주차 안내 매장 앞 주차공간 3자리 있습니다!!내용 더보기,0507-1498-1283,,"단체 이용 가능, 예약, 무선 인터넷, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240605_28%2F1717566976270aC8Ro_JPEG%2FIMG_5518.jpeg,월(3/3)대체공휴일(삼일절)11:00 - 19:00,화정기휴무 (매주 화요일),"수11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더","목11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더","금11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더","토11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더","일11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더",35.1631144,128.1142948
커피하우스,카페,경남 진주시 호탄길13번길 24,"찾아가는길삼성아파트 101동 옆, 담장 옆에 위치하며, 셀프빨래방과 같은 건물에 위치해 있습니다.",,https://www.instagram.com/gedaskyungwon/,"예약, 주차, 무선 인터넷, 포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_274%2F1620283595019u1JM8_JPEG%2Fx3bxc049_lqBQ-Aj523W143_.jpg,월11:30 - 19:00,화11:30 - 19:00,수11:30 - 19:00,목11:30 - 19:00,금11:30 - 19:00,토11:30 - 18:00,일정기휴무 (매주 일요일),35.1629243,128.1139257
유성닭발 호탄점,닭발,경남 진주시 호탄길13번길 16,찾아가는길호탄동 615-1번지 1층,055-763-7782,,"주차, 배달, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200903_11%2F1599123972733qvCkb_JPEG%2F5Dg48TKVNkshLKH8UL6k8YBC.jpg,매일17:30 - 01:30,,,,,,,35.1630438,128.1147261
1004화로구이 호탄점,"육류,고기요리",경남 진주시 호탄길21번길 11 1층 1004화로구이,찾아가는길GS편의점 옆건물입니다.,0507-1368-2099,,"단체 이용 가능, 무선 인터넷, 유아의자, 포장, 예약, 간편결제, 주차","https://map.naver.com/p/search/%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1576006510?c=18.87,0,0,0,dh","매일16:00 - 24:00
22:30 라스트오더",,,,,,,35.1631255,128.1150758
돈짝 호탄점,"육류,고기요리",경남 진주시 호탄길21번길 7,,055-752-5255,,"단체 이용 가능, 예약, 무선 인터넷, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240831_202%2F1725100364826EzYL2_JPEG%2F1725100356867.jpg,월16:00 - 23:00,화16:00 - 23:00,수16:00 - 23:00,목16:00 - 23:00,금16:00 - 23:00,토16:00 - 23:00,일16:00 - 23:00,35.1631096,128.115478
또봉이통닭 진주 호탄점,"치킨,닭강정",경남 진주시 호탄길21번길 5,,055-755-7992,https://blog.naver.com/ttobo99,"예약, 단체 이용 가능, 포장, 배달, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250113_142%2F1736756205928KHfe1_JPEG%2F%25B6%25C7%25BA%25C0%25C0%25CC%25C5%25EB%25B4%25DF_%25C4%25A1%25C5%25B2%25B8%25C0%25C1%25FD%2528%25C5%25B8%25C0%25D41%2529_1_%25BA%25B9%25BB%25E7.jpg,매일17:00 - 03:00,,,,,,,35.1631174,128.1156506
해송돌판닭찜 진주본점,한식,경남 진주시 호탄길13번길 10,,055-761-5578,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241204_136%2F1733302202159VHcYT_JPEG%2FIMG_6958.JPG,"월11:30 - 21:30
14:30 - 17:00 브레이크타임","화11:30 - 21:30
14:30 - 17:00 브레이크타임","수11:30 - 21:30
14:30 - 17:00 브레이크타임","목11:30 - 21:30
14:30 - 17:00 브레이크타임","금11:30 - 21:30
14:30 - 17:00 브레이크타임","토11:30 - 21:30
14:30 - 17:00 브레이크타임",일정기휴무 (매주 일요일),35.1628993,128.1154973
셀렉토커피 진주호탄점,카페,경남 진주시 호탄길 19 1층,,0507-2093-6603,http://www.selecto.co.kr,"단체 이용 가능, 무선 인터넷, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_124%2F1671167781158y6rKG_JPEG%2F%25BC%25BF%25B7%25BA%25C5%25E4%25C4%25BF%25C7%25C7_%25BC%25BF%25B7%25BA%25C5%25E4_selecto_selectocoffee_20A1239_copy.jpg,매일08:00 - 22:00,,,,,,,35.1632023,128.1160395
커피16,"카페,디저트",경남 진주시 호탄길 16 목림빌 1층,찾아가는길삼성서비스센터 후문 입구에서 대각선 방향으로 위치하고 있습니다. 감사합니다.,0507-1354-3773,http://instagram.com/coffee16_,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250102_102%2F1735826467419Pj2jI_JPEG%2F1000027840.jpg,월(3/3)10:00 - 17:00,"화09:00 - 18:00
17:30 라스트오더","수09:00 - 18:00
17:30 라스트오더","목09:00 - 18:00
17:30 라스트오더","금09:00 - 18:00
17:30 라스트오더",토정기휴무 (매주 토요일),일정기휴무 (매주 일요일),35.16285,128.1164484
숯불구이돈,"육류,고기요리",경남 진주시 호탄길 18,,055-762-9297,,,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MDJfMTI4%2FMDAxNjU0MTMxMzU5ODk4.dD3JPaqzxJY1hd7AD_MKw6OvygmdpMRcFK1wRxgBcGIg.dpcNDio9pzBr70V88qiq2QXqIXp9fNmCwigVU3qS7Bgg.JPEG.sumin_1216%2F20220602%25A3%25DF093015.jpg,,,,,,,,35.1630129,128.1164369
갈치를벗삼아,"해물,생선요리",경남 진주시 호탄길22번길 12,,055-759-1225,,"단체 이용 가능, 포장, 예약, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_290%2F15913362453721AR7S_JPEG%2FiNiqWcV-noZl9RlBxJLGNY9S.jpg,월11:00 - 21:00,화11:00 - 21:00,수11:00 - 21:00,목11:00 - 21:00,금11:00 - 21:00,토11:00 - 21:00,일11:00 - 21:00,35.1632808,128.1173874
멕시카나치킨 가호점,"치킨,닭강정",경남 진주시 호탄길 13,,055-755-9288,https://mexicana.spge.kr,"포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240903_145%2F1725346225180MhwJk_JPEG%2F1989%25BF%25C0%25B8%25AE%25C1%25F8%25C8%25C4%25B6%25F3%25C0%25CC%25B5%25E5%25C4%25A1%25C5%25B2_%25BD%25C3%25BE%25C82.jpg,매일14:45 - 01:00,,,,,,,35.1626158,128.1160884
탐나는피자 진주점,피자,경남 진주시 호탄길10번길 2 102호,찾아가는길시몬스침대 옆건물입니다,055-752-1832,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240805_93%2F1722861936663wunKn_JPEG%2FIMG_2744.jpeg,,,,,,,,35.1621996,128.1164716
요달의찜닭&내가닭도리탕이다 호탄점,찜닭,경남 진주시 호탄길10번길 2 더클래스 1층 102호,,,,"무선 인터넷, 포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221020_281%2F1666249387225xdiNF_JPEG%2FKakaoTalk_20221019_113633437_01.jpg,"월11:00 - 24:00
15:00 - 16:00 브레이크타임","화11:00 - 24:00
15:00 - 16:00 브레이크타임","수11:00 - 24:00
15:00 - 16:00 브레이크타임","목11:00 - 24:00
15:00 - 16:00 브레이크타임","금11:00 - 24:00
15:00 - 16:00 브레이크타임","토11:00 - 24:00
15:00 - 16:00 브레이크타임","일11:00 - 24:00
15:00 - 16:00 브레이크타임",35.1621996,128.1164716
대도해물탕,"매운탕,해물탕",경남 진주시 동부로 87,,055-759-2466,,,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDAxMzFfMjg3%2FMDAxNzA2Njg4NzEzMzQy.OqjejxL0OiNbZle_4-rOHfI2uSK4g59D_nifWdqs1dwg.3pVww_8McoB7pqFSk3nPIm8W3qqhGi-AOJLHqqT-5Tsg.JPEG.yvon030%2FIMG_2282.JPG,매일12:00 - 21:00,,,,,,,35.1619439,128.1168483
국수주의,국수,경남 진주시 호탄길9번길 1 1층,찾아가는길진주역 네거리 삼성서비스 센터 뒷건물에 위치 하고 있습니다^^,0507-1391-2399,,"포장, 예약, 무선 인터넷, 배달, 유아의자, 남/녀 화장실 구분, 단체 이용 가능, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_225%2F16818785407749k0Ak_JPEG%2FKakaoTalk_20230418_222430649.jpg,월(3/3)대체공휴일(삼일절)10:00 - 20:00,"화11:00 - 21:30
15:30 - 17:00 브레이크타임
21:00 라스트오더","수11:00 - 21:30
15:30 - 17:00 브레이크타임
21:00 라스트오더","목11:00 - 21:30
15:30 - 17:00 브레이크타임
21:00 라스트오더","금11:00 - 21:30
15:30 - 17:00 브레이크타임
21:00 라스트오더","토11:00 - 21:30
15:30 - 17:00 브레이크타임
21:00 라스트오더",일정기휴무 (매주 일요일),35.162208,128.1161134
진주돼지농장,"육류,고기요리",경남 진주시 가호방아길43번길 5 진주돼지농장,찾아가는길경남정보고등학교 정문 건너편. 진주IC 차량 1분거리. 신진주역 차량 2분거리. 주소:진주시 호탄동 779-3 진주돼지농장내용 더보기,0507-1471-3220,https://www.instagram.com/jinju_pigfarm,"단체 이용 가능, 포장, 방문접수/출장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 유아의자, 대기공간, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240924_197%2F1727112159222sAhml_JPEG%2F%25C0%25FC%25B8%25E92.jpg,월(3/3)대체공휴일(삼일절)16:00 - 24:00,"화16:00 - 24:00
23:00 라스트오더","수16:00 - 24:00
23:00 라스트오더","목16:00 - 24:00
23:00 라스트오더","금16:00 - 24:00
23:00 라스트오더","토16:00 - 24:00
23:00 라스트오더","일16:00 - 24:00
23:00 라스트오더",35.1583147,128.1179529
바질리코 진주,이탈리아음식,경남 진주시 가호방아길 51-6 2층,찾아가는길호탄동 삼성서비스센터에서 신진주역쪽으로 가다가 경남정보고등학교 지나서 좌회전하면 우측에 바질리코있습니다! 모르시면 전화주세요 ^^내용 더보기,0507-1331-4765,https://www.instagram.com/basilico_______,"남/녀 화장실 구분, 유아의자, 포장, 단체 이용 가능, 대기공간, 예약, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230305_105%2F1678025520317kvPU3_JPEG%2F007.jpg,월정기휴무 (매주 월요일),"화11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","수11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","목11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","금11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","토11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","일11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더",35.1570627,128.1186287
로스팅웨어,"카페,디저트",경남 진주시 가호방아길 51-8,,055-755-5225,https://smartstore.naver.com/roastingware,"단체 이용 가능, 포장, 남/녀 화장실 구분, 무선 인터넷, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210602_167%2F1622615078291JBkLy_JPEG%2Far8X58Cx1eB5C7h_K0hpO-SJ.jpeg.jpg,"매일09:00 - 22:00
21:00 라스트오더",,,,,,,35.1570627,128.1186287
색동가,오리요리,경남 진주시 동부로 117,찾아가는길진주 IC 톨게이트 나와서 300미터 직진 후 문산 방향 우회전 후 위치 (자동차1번지매매상사 건너편),0507-1332-7786,,"예약, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150820_57%2F1440031972859dAePG_JPEG%2F166764586032661_1.jpeg,월정기휴무 (매주 월요일),화11:00 - 21:00,수11:00 - 21:00,목11:00 - 21:00,금11:00 - 21:00,토11:00 - 21:00,일11:00 - 21:00,35.1628922,128.1196714
맥도날드 진주가좌DT점,햄버거,경남 진주시 진주대로 612,,055-920-4900,https://www.mcdonalds.co.kr/,드라이브스루,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNTAxMDZfMTAy%2FMDAxNzM2MTMyNTE5NjY3.VWgxQXe4Xyi91JeINPtyYDRdhZ93zJu3MsSKmkLbTokg.GQMhFxQkh_sVosAkLnAgTHjIEVZZM3bGuVa0ZDH3iT4g.JPEG%2FA832F1AA-C68D-4269-8B15-E9037F1D5A2A.jpeg%3Ftype%3Dw1500_60_sharpen,월00:00 - 24:00,화00:00 - 24:00,수00:00 - 24:00,목00:00 - 24:00,금00:00 - 24:00,토정보없음,일정보없음,35.1614974,128.1072186
미향루,중식당,경남 진주시 가좌길 84,,055-759-3337,,"예약, 포장, 무선 인터넷, 단체 이용 가능",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170322_119%2F1490157792009Ov0yq_JPEG%2F20170321_134411.jpg,월(3/3)대체공휴일(삼일절)11:00 - 21:30,"화11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더","수11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더","목11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더","금11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더",토정기휴무 (매주 토요일),"일11:00 - 21:30
21:00 라스트오더",35.1612985,128.106504
피나치공 진주가호점,피자,경남 진주시 가좌길 84 1층,,055-763-4647,http://www.pncg.co.kr/,"포장, 배달, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240806_131%2F1722929582787rfoLz_JPEG%2Fphoto_2024-08-06_16-32-28.jpg,,,,,,,,35.1612985,128.106504
청기와콩나물해장국,해장국,경남 진주시 가좌길 82,,0507-1391-3522,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_169%2F1635831105751XYglM_JPEG%2Fa7u6Ynd7uq3Erzanb1FyDa9T.jpeg.jpg,월정기휴무 (매주 월요일),"화08:00 - 20:00
15:00 - 17:00 브레이크타임","수08:00 - 20:00
15:00 - 17:00 브레이크타임","목08:00 - 20:00
15:00 - 17:00 브레이크타임","금08:00 - 20:00
15:00 - 17:00 브레이크타임","토08:00 - 20:00
15:00 - 17:00 브레이크타임","일08:00 - 20:00
15:00 - 17:00 브레이크타임",35.1611456,128.1064156
알통떡강정 진주가좌점,"치킨,닭강정",경남 진주시 가좌길84번길 4 1층,찾아가는길맥도날드 맞은편 라이더 사무실 많은 길목 쪽 지코바치킨 옆에 있습니다.,0507-1389-1800,,"배달, 포장, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjdfMjMx%2FMDAxNjk4MzQ3NjU5MjE2.gR79StgbGs_NvDODId62QG3C6P_QzIH6RhcQ5ElVfi0g.rRB67CBVAcCYazmKt5kC3O4DRSOp6UlEj8FZ0i_oCL4g.JPEG%2Fupload_bd20da239c73ce7b281297c266d8a70a.jpg%3Ftype%3Dw1500_60_sharpen,월17:00 - 24:00,화17:00 - 24:00,수17:00 - 24:00,목17:00 - 24:00,금17:00 - 24:00,토17:00 - 24:00,일17:00 - 24:00,35.1610458,128.1065195
신전떡볶이 진주1호점,분식,경남 진주시 가좌길78번길 1 신전떡볶이 진주1호점,찾아가는길진주 맥도날드경상대DT 맞은편 도로,0507-1332-1126,https://www.instagram.com/sinjeon_official,"포장, 배달, 단체 이용 가능, 무선 인터넷, 대기공간, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230511_183%2F1683787735385Y8AVi_JPEG%2Fbi_3.jpg,매일11:30 - 01:20,,,,,,,35.1609231,128.1062967
지코바치킨 가좌점,"치킨,닭강정",경남 진주시 가좌길84번길 4,,055-754-1236,http://www.gcova.co.kr/,배달,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190128_62%2F1548675040991WoS5l_JPEG%2FTk1ayiUEqyroix_ERg6KVgNN.jpg,,,,,,,,35.1610458,128.1065195
레도커피,"카페,디저트",경남 진주시 가좌길84번길 10 1층 REDO COFFEE,,0507-1494-8765,https://www.instagram.com/redo_coffee_,"포장, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 반려동물 동반, 간편결제",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_45%2F1687150138836Bq8zi_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5_%25282%2529.jpg,월(3/3)대체공휴일(삼일절)11:00 - 22:00,"화11:00 - 22:00
21:00 라스트오더","수11:00 - 22:00
21:00 라스트오더",목정기휴무 (매주 목요일),"금11:00 - 22:00
21:00 라스트오더","토11:00 - 22:00
21:00 라스트오더","일11:00 - 22:00
21:00 라스트오더",35.160638,128.1066932
단델리온,베이커리,경남 진주시 가좌길 78,찾아가는길경상대와 연암공대 사이 이디야 옆에 있습니다.내용 더보기,055-761-4031,http://instagram.com/dandelionbake,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211122_170%2F16375088984007la0C_JPEG%2F1100651.jpg,월정기휴무 (매주 월요일),화12:00 - 21:00,수12:00 - 21:00,목12:00 - 21:00,금12:00 - 21:00,토12:00 - 21:00,일정기휴무 (매주 일요일),35.1607596,128.1062179
혜화동 돈까스극장 진주가좌점,돈가스,경남 진주시 가좌길 76,,055-761-3895,,,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTEwMjdfMTgz%2FMDAxNjM1MzI2NTI2MDE3.v1IXxTP7jyxeA048o-c4B1YIWbBWaXpt4UDCmV0Ccnwg.QAIK49rPHBiT_kM3RMiQ9untQI4mjXaDxpPIe0ui1zEg.JPEG.wlgusdhkdn12%2FIMG_0413.jpg,월정기휴무 (매주 월요일),"화11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더","수11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더","목11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더","금11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더","토11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더","일11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더",35.1606723,128.1062327
이디야커피 진주개양오거리점,카페,경남 진주시 가좌길74번길 1,,055-754-4646,https://blog.naver.com/ediya-coffee,포장,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDA1MjFfMTky%2FMDAxNzE2MjY2MzQwMDE5.QvOoZcaWe4fkoPnDEgFhovzw0Y9TVDjtQAe5MPOkSgsg.VkrgpfzMTGt-vUH_Ra-77Ge7DgmawtWyAw3p00Ztp5gg.JPEG%2F20240520%25A3%25DF144932.jpg,월(3/3)대체공휴일(삼일절)10:00 - 20:00,화정기휴무 (매주 화요일),"수09:00 - 18:00
17:20 라스트오더","목09:00 - 18:00
17:20 라스트오더","금09:00 - 18:00
17:20 라스트오더","토09:00 - 18:00
17:20 라스트오더","일09:00 - 18:00
17:20 라스트오더",35.1604474,128.106216
수해복마라탕,중식당,경남 진주시 가좌길74번길 3,,055-752-6680,,"단체 이용 가능, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190727_177%2F15642325756177USD4_JPEG%2FvL7MUz2itHjN8ZFKoTGkhqJP.jpeg.jpg,"월11:00 - 22:00
15:30 - 16:30 브레이크타임",화정기휴무 (매주 화요일),"수11:00 - 22:00
15:30 - 16:30 브레이크타임","목11:00 - 22:00
15:30 - 16:30 브레이크타임","금11:00 - 22:00
15:30 - 16:30 브레이크타임","토11:00 - 22:00
15:30 - 16:30 브레이크타임","일11:00 - 22:00
15:30 - 16:30 브레이크타임",35.1603119,128.1062613
양철집 경상대점,한식,경남 진주시 가좌길74번길 5 2층,찾아가는길개양터미널근처 경대후문,055-762-9288,,"무선 인터넷, 단체 이용 가능, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_98%2F1705651004809MVX3Q_JPEG%2F1000016157.jpg,매일17:30 - 03:00,,,,,,,35.1601882,128.1063616
노랑통닭 가좌점,"치킨,닭강정",경남 진주시 가좌길74번길 5,,0504-0999-2874,http://norangtongdak.co.kr/,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_42%2F1648729985144oqtg2_JPEG%2F%25BF%25E4%25B1%25E2%25BF%25E4_%25BD%25E6%25B3%25D7%25C0%25CF_%25C3%25D6%25C1%25BE_400x400.jpg,,,,,,,,35.1601882,128.1063616
줄라이세컨드,베이커리,경남 진주시 가좌길78번길 9 줄라이세컨드,찾아가는길개양터미널 맞은편 가좌동 주민센터 뒷쪽에 있습니다.,0507-1308-7342,http://pf.kakao.com/_uxeULj,"포장, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221212_235%2F1670814706363zhyAY_JPEG%2F5B43CE2C-AEC5-4003-BB5A-AD50239B10AD.jpeg,월정기휴무 (매주 월요일),화12:00 - 18:00,수12:00 - 18:00,목12:00 - 18:00,금12:00 - 18:00,토10:00 - 13:00,일정기휴무 (매주 일요일),35.1601873,128.1066948
고양이모자,고양이카페,경남 진주시 가좌길84번길 14 1층,찾아가는길경상대 후문 구 가호동 사무소 뒤편 공원 인접 1층,055-921-8523,https://blog.naver.com/cathatj,"예약, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_293%2F1441058614108ugYXP_JPEG%2F146963605950519_0.jpeg,월정기휴무 (매주 월요일),화13:00 - 21:00,수13:00 - 21:00,목13:00 - 21:00,금13:00 - 21:00,토13:00 - 21:00,일13:00 - 21:00,35.1602384,128.1068493
하삼동커피 개양점,카페,경남 진주시 가좌길74번길 11,찾아가는길진주 개양 오거리 시외버스 터미널 맞은편,0507-0289-4471,https://100원커피이벤트-선착순주문하기.com,"포장, 무선 인터넷, 주차, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220405_172%2F1649118057405UVXLp_JPEG%2F20220328_214018.jpg,매일08:00 - 21:00,,,,,,,35.1598617,128.1068308
BBQ치킨 가호점,"치킨,닭강정",경남 진주시 가좌길74번길 11 1층,,055-752-9283,https://blog.naver.com/blogbbq,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241111_234%2F1731294247946IcOIU_JPEG%2F%25BA%25AF%25BF%25E4%25C7%25D1_%25BF%25C2%25B6%25F3%25C0%25CE%25B8%25C5%25C0%25E5_%25B8%25DE%25B4%25BA_2.jpg,,,,,,,,35.1598617,128.1068308
